,id,revisions,comments,inline_comments,status,is_accepted,url,commit_message,exist_target_file,added_satd,is_added_satd,deleted_satd,is_deleted_satd,added_and_deleted_satd
883,1922,2,3,0,MERGED,True,https://review.opendev.org/#/c/1922,Fix object replicator to handle Timeouts fixes: lp 814263,True,"{""# Hack to work around Eventlet's tpool not catching and reraising Timeouts. # We return the Timeout, Timeout if it's raised, the caller looks for it # and reraises it if found."": 1}",True,"{""# Hack to work around Eventlet's tpool not catching and reraising Timeouts. We # return the Timeout, Timeout if it's raised, the caller looks for it and # reraises it if found."": 1}",True,{}
899,1934,3,12,3,MERGED,True,https://review.opendev.org/#/c/1934,Fix RPC responses to allow None response correctly.,True,{},False,{'# This would fail before parallel xenapi calls were fixed': 1},True,{}
896,1940,2,8,0,MERGED,True,https://review.opendev.org/#/c/1940,Add NAT/gateway support to QuantumManager,True,{},False,"{""# TODO(bgh): We'll need to enable these when we implement the full L3 # functionalities # self.driver.ensure_metadata_ip() # self.driver.metadata_forward()"": 1}",True,{}
907,1956,3,10,2,MERGED,True,https://review.opendev.org/#/c/1956,Make run_instance only support instance uuids.,True,"{""# Size is not a required field in the image service (yet), so # we are unable to rely on it being there even though it's in # glance. # TODO(jk0): Should size be required in the image service?"": 1}",True,"{""# Size is not a required field in the image service (yet), so # we are unable to rely on it being there even though it's in # glance. # TODO(jk0): Should size be required in the image service?"": 1, '# TODO(tr3buchet) not really sure how this should be handled. # virt requires network_info to be passed in but stub_network # is enabled. Setting to [] for now will cause virt to skip # all vif creation and network injection, maybe this is correct': 1, '# TODO(vish) check to make sure the availability zone matches': 1, '# FIXME(wwolf): We are just ignoring InstanceNotFound # exceptions here in case the instance was immediately # deleted before it actually got created.  This should # be fixed once we have no-db-messaging': 1}",True,{}
912,1988,5,11,1,MERGED,True,https://review.opendev.org/#/c/1988,Fix lp bug 897882,True,{},False,{'# Install packages # TODO(Tyler) allow users to pass in packages in cli': 1},True,{}
917,2003,1,1,0,ABANDONED,False,https://review.opendev.org/#/c/2003,"First commit ""deleting-compute-node-table""",True,"{'# If it is a proper exception, say not having furnished\r # proper data in the SOAP call or the retry limit having\r # exceeded, we raise the exception\r': 1}",True,"{'# NOTE (masumotok) : This method should be moved to nova.api.ec2.admin. #                    Based on bexar design summit discussion, #                    just put this here for bexar release.': 1, '#TODO(bcwaldon): reimplement this functionality #c1 = (e.message.find(_(""does not exist or is not a "" #                       ""compute node."")) >= 0)': 1, '# TODO(Vek): Need to pass context in for access to auth_token': 1}",True,{}
919,2004,1,1,0,ABANDONED,False,https://review.opendev.org/#/c/2004,"First commit ""deleting-compute-node-table""",True,"{'# If it is a proper exception, say not having furnished\r # proper data in the SOAP call or the retry limit having\r # exceeded, we raise the exception\r': 1}",True,"{'# NOTE (masumotok) : This method should be moved to nova.api.ec2.admin. #                    Based on bexar design summit discussion, #                    just put this here for bexar release.': 1, '#TODO(bcwaldon): reimplement this functionality #c1 = (e.message.find(_(""does not exist or is not a "" #                       ""compute node."")) >= 0)': 1, '# TODO(Vek): Need to pass context in for access to auth_token': 1}",True,{}
921,2007,3,6,2,MERGED,True,https://review.opendev.org/#/c/2007,Implement resize down for XenAPI,True,"{'# Copy VDI over to something we can resize # NOTE(jerdfelt): Would be nice to just set vdi_ref to read/write': 1, ""# TODO(mdietz): we could also consider renaming these to # something sensible so we don't need to blindly pass # around dictionaries"": 1}",True,"{""# TODO(mdietz): we could also consider renaming these to something # sensible so we don't need to blindly pass around dictionaries"": 1}",True,{}
931,2024,1,2,0,MERGED,True,https://review.opendev.org/#/c/2024,Convert get_lock in compute to use uuids,True,{},False,"{'# TODO(ironcamel): Once the instance_id -> instance_uuid switch is # complete, rename this function to checks_instance_lock and delete the # existing checks_instance_lock. And also inline _decorated_function().': 1}",True,{}
942,2065,1,2,0,MERGED,True,https://review.opendev.org/#/c/2065,Bug 900093 Remove unused function in db/api.py,True,{},False,{'#TODO(salvatore-orlando): Not used anymore - candidate for removal': 1},True,{}
957,2097,5,11,14,MERGED,True,https://review.opendev.org/#/c/2097,blueprint api-operational-status,True,{},False,{'#TODO(salvatore-orlando): will extend for Operational status # in appropriate branch': 1},True,{}
962,2132,3,10,9,MERGED,True,https://review.opendev.org/#/c/2132,Refactors periodic tasks to use a decorator.,True,{'# TODO(justinsb): This a roundabout way to map the state': 1},True,{'# TODO(justinsb): This a roundabout way to map the state': 1},True,{}
967,2135,1,5,0,ABANDONED,False,https://review.opendev.org/#/c/2135,Adds runing_deleted_instance reaper task.,True,"{""# FIXME(sirp): shouldn't we just use project_only here to restrict the # results?"": 1, '# FIXME(sirp): since this returns fixed_ips, this would be better named # fixed_ip_get_all_by_network.': 1, '# FIXME(sirp): this should update deleted_at and updated_at as well': 1, '# TODO(sirp): this patern of converting rows to a result with extra_specs # is repeated quite a bit, might be worth creating a method for it': 1, '# FIXME(sirp): we should be setting deleted_at and updated_at here': 1, ""# FIXME(sirp): for consistency, shouldn't this just mark as deleted with # `purge` actually deleting the record?"": 1, ""# FIXME(sirp): shouldn't this have a `first()` qualifier attached?"": 1, '# TODO(justinsb): This a roundabout way to map the state': 1}",True,"{'# TODO(vish): Join to group and check for project_id': 1, '# TODO(justinsb): This a roundabout way to map the state': 1}",True,{}
974,2142,2,3,0,MERGED,True,https://review.opendev.org/#/c/2142,Convert glance to use the new cfg module,True,{},False,{'# Set log configuration from options... # Note that we use a hard-coded log format in the options # because of Paste.Deploy bug #379 # httptrac.pythonpaste.org/pythonpaste/ticket/379': 1},True,{}
970,2147,2,6,2,MERGED,True,https://review.opendev.org/#/c/2147,Port nova.flags to cfg,True,{},False,"{'# # This horrendous hack is to stop optparse appending # values to the default value. See: #   httpbugs.python.org/issue5088 #': 1, '# # This horrendous hack is needed because optparse only # shallow copies its defaults dict before parsing #': 1, ""# # FIXME(markmc): this doesn't support --boolflag=true/false/t/f/1/0 #"": 1}",True,{}
987,2166,2,10,2,MERGED,True,https://review.opendev.org/#/c/2166,Make QuantumManager no longer depend on the projects table,True,{},False,"{""# TODO(bgh): The project_id isn't getting populated here for some # reason.. I'm not sure if it's an invalid assumption or just a bug. # In order to get the right quantum_net_id we'll have to query all the # project_ids for now."": 1}",True,{}
996,2186,1,5,0,MERGED,True,https://review.opendev.org/#/c/2186,removed logic of throwing exception if no floating ip,True,{},False,{'# FIXME(ja) - why does self.network_api.list_floating_ips raise?': 1},True,{}
1010,2195,1,2,0,MERGED,True,https://review.opendev.org/#/c/2195,Relax dependency on boto 1.9b and nova-adminclient,True,{},False,{'# TODO(devamcar): Use random tempfile': 1},True,{}
1009,2213,2,5,0,MERGED,True,https://review.opendev.org/#/c/2213,removing TODO as we support Windows+XenServer and have no plans to support quiesce or VSS at the moment,True,{},False,{'#TODO(sirp): Add quiesce and VSS locking support when Windows support # is added': 1},True,{}
1026,2237,1,1,0,ABANDONED,False,https://review.opendev.org/#/c/2237,Use the network cache table,True,"{""# ReservationID isn't sent back, hack it in there."": 1}",True,"{""# ReservationID isn't sent back, hack it in there."": 1}",True,{}
1050,2257,10,33,6,MERGED,True,https://review.opendev.org/#/c/2257,Make XenAPI agent configuration synchronous,True,{},False,"{'# NOTE(armando): Do we really need to do this in virt? # NOTE(tr3buchet): not sure but wherever we do it, we need to call #                  reset_network afterwards': 1}",True,{}
1042,2259,3,6,0,MERGED,True,https://review.opendev.org/#/c/2259,Fix for bug 902175,True,{},False,{'# TODO(bgh): if this is the last instance for the network # then we should actually just kill the dhcp server.': 2},True,{}
1085,2315,17,67,40,MERGED,True,https://review.opendev.org/#/c/2315,Adding live migration server actions,True,"{'#TODO(bcwaldon): reimplement this functionality #c1 = (e.message.find(_(""does not exist or is not a "" #                       ""compute node."")) >= 0)': 1}",True,"{'# NOTE (masumotok) : This method should be moved to nova.api.ec2.admin. #                    Based on bexar design summit discussion, #                    just put this here for bexar release.': 1, '#TODO(bcwaldon): reimplement this functionality #c1 = (e.message.find(_(""does not exist or is not a "" #                       ""compute node."")) >= 0)': 1}",True,{}
1134,2416,7,23,13,MERGED,True,https://review.opendev.org/#/c/2416,First implementation of bp/live-migration-resource-calc,True,{},False,"{'# block migration needs same/larger size of empty image on the # destination host. since qemu-img creates bit smaller size image # depending on original image size, fixed value is necessary.': 1}",True,{}
1129,2417,6,24,21,MERGED,True,https://review.opendev.org/#/c/2417,Unbreak start instance and fixes bug 905270,True,{},False,"{""# FIXME(vish): I've kept the files during stop instance, but #              I think start will fail due to the files still #              existing.  I don't really know what the purpose of #              stop and start are when compared to pause and unpause"": 1}",True,{}
1133,2457,3,14,12,MERGED,True,https://review.opendev.org/#/c/2457,"Support local target for Solaris, use 'safe' command-line processing",True,{},False,{'#TODO(justinsb): rpool should be configurable': 1},True,{}
1171,2547,3,6,2,MERGED,True,https://review.opendev.org/#/c/2547,Move 'actions' subresource into extension,True,{},False,{'# TODO(jk0): Do not do pre-serialization here once the default # serializer is updated': 1},True,{}
1349,2552,17,45,45,MERGED,True,https://review.opendev.org/#/c/2552,Separate scheduler host management,True,"{'# FIXME(comstud): See LP891756. # Get the dest host service ref # Find the src host service ref': 1, ""# FIXME(comstud): Should check 'err.exc_type' for specific # exception class name"": 1, '# FIXME(comstud): See LP891756.': 1, ""# TODO(sandy) - be smarter about fabricating this structure. # But it's likely to change once we understand what the Best-Match # code will need better. # { <service>_<cap> : (min, max), ... } # { host1 : [svc1, svc2], host2 :[svc1]}"": 1, ""# FIXME(comstud):  I'm not completely thrilled with this, but # would prefer to keep this until we figure out what makes sense. # I think it might make sense that custom queries are specified # in the recently added 'options' stuff.  That would allow one to # modify filters without modifying code and restarting the # scheduler."": 7, ""# TODO(comstud): filter_properties will also be used for # weighing and I plan fold weighing into the host manager # in a future patch.  I'll address the naming of this # variable at that time."": 8, ""# NOTE(comstud): This should probably return, instead: # {'zone': {'name': FLAGS.zone_name, #           'capabilities': zone_capabs}}"": 13}",True,"{""# TODO(sandy): We're only using InstanceType-based specs # currently. Later we'll need to snoop for more detailed # host filter requests."": 1, '# No way to select; return the specified hosts.': 1, ""# TODO(sandy) - be smarter about fabricating this structure. # But it's likely to change once we understand what the Best-Match # code will need better. # { <service>_<cap> : (min, max), ... } # { host1 : [svc1, svc2], host2 :[svc1]}"": 1}",True,{}
1203,2593,7,26,4,ABANDONED,False,https://review.opendev.org/#/c/2593,Add SSH Bastion support as alternate cloudpipe.,True,"{'# show all projects with vpn & bastion listed # TODO(todd): could use compute_api.get_all with admin context?': 1, '# Really, nova.api.openstack.wsgi? Malformed request url, really?': 7}",True,{'# TODO(todd): could use compute_api.get_all with admin context?': 1},True,{}
1219,2687,6,30,37,ABANDONED,False,https://review.opendev.org/#/c/2687,Added snapshot features in SolarisISCSIDriver,True,{'#TODO(nilanjan):The variable name zfs_poolname #should be replaced with zfs_volume #as it sounds like a zfs pool (zpool). #Also the function should be renamed to _build_zfs_path.': 5},True,{'#TODO(justinsb): rpool should be configurable': 4},True,{}
1233,2697,1,2,0,ABANDONED,False,https://review.opendev.org/#/c/2697,Separate scheduler host management,True,"{""# TODO(comstud): filter_properties will also be used for # weighing and I plan fold weighing into the host manager # in a future patch.  I'll address the naming of this # variable at that time."": 1, '# FIXME(comstud): See LP891756. # Get the dest host service ref # Find the src host service ref': 1, ""# FIXME(comstud): Should check 'err.exc_type' for specific # exception class name"": 1, '# FIXME(comstud): See LP891756.': 1, ""# FIXME(comstud):  I'm not completely thrilled with this, but # would prefer to keep this until we figure out what makes sense. # I think it might make sense that custom queries are specified # in the recently added 'options' stuff.  That would allow one to # modify filters without modifying code and restarting the # scheduler."": 1, ""# TODO(sandy) - be smarter about fabricating this structure. # But it's likely to change once we understand what the Best-Match # code will need better. # { <service>_<cap> : (min, max), ... } # { host1 : [svc1, svc2], host2 :[svc1]}"": 1}",True,"{""# TODO(sandy): We're only using InstanceType-based specs # currently. Later we'll need to snoop for more detailed # host filter requests."": 1, '# No way to select; return the specified hosts.': 1, ""# TODO(sandy) - be smarter about fabricating this structure. # But it's likely to change once we understand what the Best-Match # code will need better. # { <service>_<cap> : (min, max), ... } # { host1 : [svc1, svc2], host2 :[svc1]}"": 1}",True,{}
1302,2854,3,14,20,MERGED,True,https://review.opendev.org/#/c/2854,"Serialization, deserialization, and response code decorators.",True,"{""# TODO(Vek): When lazy serialization is retired, so can #            this inner 'if'..."": 1, '# NOTE(Vek): Temporary ugly hack to support xml #            templates in extensions, until we can #            fold extensions into Resource and do away #            with lazy serialization...': 1}",True,"{""# FIXME(jerdfelt): This is kind of a hack. Unfortunately the original # action requested isn't available to us, so we need to look at the # response to see if it looks like a rebuild response."": 1}",True,{}
1309,2878,1,3,0,MERGED,True,https://review.opendev.org/#/c/2878,Workaround bug 852095 without importing mox,True,"{'# FIXME(vish): Workaround for LP bug 852095. Without this workaround, #              tests that raise an exception in a mocked method that #              has a @wrap_exception with a notifier will fail. If #              we up the dependency to 0.5.4 (when it is released) we #              can remove this workaround.': 1}",True,"{'# NOTE(vish): Workaround for LP bug 852095. Without this workaround, #             tests that raise an exception in a mocked method that #             has a @wrap_exception with a notifier will fail.': 1}",True,{}
1316,2892,5,17,3,MERGED,True,https://review.opendev.org/#/c/2892,Adds support for floating ip pools,True,{},False,{'# TODO(vish): add floating ips through manage command': 1},True,{}
1367,2982,8,41,60,MERGED,True,https://review.opendev.org/#/c/2982,Add support for Qpid to nova.rpc.,True,"{'# TODO(comstud): Timeout connections not used in a while': 1, ""# Create a connection pool to use for RPC calls.  We'll order the # pool as a stack (LIFO), so that we can potentially loop through and # timeout old unused connections at some point"": 1}",True,"{'# TODO(comstud): Timeout connections not used in a while': 4, ""# Create a ConnectionPool to use for RPC calls.  We'll order the # pool as a stack (LIFO), so that we can potentially loop through and # timeout old unused connections at some point"": 4}",True,{'# TODO(comstud): Timeout connections not used in a while': '1-4'}
