,id,results,revisions,comments,inline_comments,status,is_accepted,url,commit_message,exist_target_file,added_satd,is_added_satd,deleted_satd,is_deleted_satd,added_and_deleted_satd
176,629,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 0, 'end_line': 0, 'comment': '# vim: tabstop=4 shiftwidth=4 softtabstop=4', 'include_SATD': False}, {'start_line': 2, 'end_line': 14, 'comment': '# Copyright 2011 OpenStack LLC. # #    Licensed under the Apache License, Version 2.0 (the ""License""); you may #    not use this file except in compliance with the License. You may obtain #    a copy of the License at # #         httpwww.apache.org/licenses/LICENSE-2.0 # #    Unless required by applicable law or agreed to in writing, software #    distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT #    WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the #    License for the specific language governing permissions and limitations #    under the License', 'include_SATD': False}], 'filename': 'nova/api/openstack/contrib/diskconfig.py'}, {'a_comments': [], 'b_comments': [{'start_line': 0, 'end_line': 0, 'comment': '# vim: tabstop=4 shiftwidth=4 softtabstop=4', 'include_SATD': False}, {'start_line': 2, 'end_line': 14, 'comment': '# Copyright (c) 2011 OpenStack LLC. # #    Licensed under the Apache License, Version 2.0 (the ""License""); you may #    not use this file except in compliance with the License. You may obtain #    a copy of the License at # #         httpwww.apache.org/licenses/LICENSE-2.0 # #    Unless required by applicable law or agreed to in writing, software #    distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT #    WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the #    License for the specific language governing permissions and limitations #    under the License.', 'include_SATD': False}, {'start_line': 20, 'end_line': 20, 'comment': '# temporary table for creating the new columns', 'include_SATD': False}, {'start_line': 25, 'end_line': 25, 'comment': '# The new column', 'include_SATD': False}], 'filename': 'nova/db/sqlalchemy/migrate_repo/versions/050_add_disk_config_to_instances.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/db/sqlalchemy/models.py'}, {'a_comments': [], 'b_comments': [{'start_line': 0, 'end_line': 13, 'comment': '# Copyright 2011 OpenStack LLC. # All Rights Reserved. # #    Licensed under the Apache License, Version 2.0 (the ""License""); you may #    not use this file except in compliance with the License. You may obtain #    a copy of the License at # #         httpwww.apache.org/licenses/LICENSE-2.0 # #    Unless required by applicable law or agreed to in writing, software #    distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT #    WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the #    License for the specific language governing permissions and limitations #    under the License.', 'include_SATD': False}, {'start_line': 151, 'end_line': 151, 'comment': '# Public image', 'include_SATD': False}], 'filename': 'nova/tests/api/openstack/contrib/test_diskconfig.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/test_extensions.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/xenapi/stubs.py'}, {'a_comments': [{'start_line': 1159, 'end_line': 1159, 'comment': '# TODO(sirp): This should eventually be the URI for the Glance image', 'include_SATD': True}], 'b_comments': [], 'filename': 'nova/virt/xenapi/vm_utils.py'}, {'a_comments': [], 'b_comments': [{'start_line': 703, 'end_line': 704, 'comment': '# Set name-label so we can find if we need to clean up a failed # migration', 'include_SATD': False}], 'filename': 'nova/virt/xenapi/vmops.py'}]}]",1,2,0,MERGED,True,https://review.opendev.org/#/c/629,Adds disk config,True,{},False,{'# TODO(sirp): This should eventually be the URI for the Glance image': 1},True,{}
177,637,"[{'revision': 1, 'changed_files': []}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/637,contrib/nova.sh: Updated to latest 'upstream' commit:6a8433a resolves bug 857209,False,{},False,{},False,{}
178,642,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'plugins/xenserver/networking/etc/xensource/scripts/ovs_configure_vif_flows.py'}]}]",1,4,0,MERGED,True,https://review.opendev.org/#/c/642,"Use ovs-vsctl iface-to-br to look up the bridge associated with the given VIF. This avoids assuming that vifX.Y is attached to xenbrY, which is untrue in the general case.",True,{},False,{},False,{}
179,633,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'glance/registry/db/api.py'}, {'a_comments': [], 'b_comments': [{'start_line': 0, 'end_line': 0, 'comment': '# vim: tabstop=4 shiftwidth=4 softtabstop=4', 'include_SATD': False}, {'start_line': 2, 'end_line': 15, 'comment': '# Copyright 2011 OpenStack LLC. # All Rights Reserved. # #    Licensed under the Apache License, Version 2.0 (the ""License""); you may #    not use this file except in compliance with the License. You may obtain #    a copy of the License at # #         httpwww.apache.org/licenses/LICENSE-2.0 # #    Unless required by applicable law or agreed to in writing, software #    distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT #    WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the #    License for the specific language governing permissions and limitations #    under the License.', 'include_SATD': False}], 'filename': 'glance/registry/db/migrate_repo/versions/011_make_mindisk_and_minram_notnull.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'glance/registry/db/models.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'glance/tests/unit/test_clients.py'}]}]",1,1,0,ABANDONED,False,https://review.opendev.org/#/c/633,"Do not allow min_ram or min_disk properties to be NULL and if they are None, make sure to default to 0. Fixes bug 857711",True,{},False,{},False,{}
180,647,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/network/linux_net.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/test_linux_net.py'}]}]",1,2,0,MERGED,True,https://review.opendev.org/#/c/647,Makes sure to recreate gateway for moved ip,True,{},False,{},False,{}
181,648,"[{'revision': 1, 'changed_files': []}]",1,1,0,MERGED,True,https://review.opendev.org/#/c/648,Fix swift-recon,False,{},False,{},False,{}
182,638,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 72, 'end_line': 75, 'comment': ""# preparse flagfiles for --optional_flagfile and pass # as another --flagfile in argv only if it exists. the # original '--optional_flagfile' argument is later ignored # (LP: #839796)"", 'include_SATD': False}], 'filename': 'nova/flags.py'}]}]",1,3,0,ABANDONED,False,https://review.opendev.org/#/c/638,flags.py: Use '--optional_flagfile' to specify a flagfile that may not exist,True,{},False,{},False,{}
183,651,"[{'revision': 1, 'changed_files': [{'a_comments': [{'start_line': 2806, 'end_line': 2806, 'comment': '# TODO(vish): Join to group and check for project_id', 'include_SATD': True}], 'b_comments': [], 'filename': 'nova/db/sqlalchemy/api.py'}]}]",1,5,3,MERGED,True,https://review.opendev.org/#/c/651,Fix the grantee group loading for source groups,True,{},False,{'# TODO(vish): Join to group and check for project_id': 1},True,{}
184,641,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/api/ec2/cloud.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/contrib/virtual_storage_arrays.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/ips.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/views/addresses.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/views/servers.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/compute/api.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/db/sqlalchemy/api.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/contrib/test_createserverext.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/contrib/test_floating_ips.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/test_server_actions.py'}, {'a_comments': [], 'b_comments': [{'start_line': 225, 'end_line': 225, 'comment': ""# 'virtual_interfaces' will be returned by a network_api stub"", 'include_SATD': False}], 'filename': 'nova/tests/api/openstack/test_servers.py'}, {'a_comments': [], 'b_comments': [{'start_line': 1418, 'end_line': 1418, 'comment': '# Preparing datas', 'include_SATD': False}, {'start_line': 1455, 'end_line': 1455, 'comment': '# Preparing datas', 'include_SATD': False}], 'filename': 'nova/tests/test_compute.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/test_metadata.py'}]}, {'revision': 2, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 276, 'end_line': 276, 'comment': '# Allows a short circuit if we just need any floater.', 'include_SATD': False}, {'start_line': 1313, 'end_line': 1313, 'comment': '# Now look for a floater.', 'include_SATD': False}, {'start_line': 1316, 'end_line': 1316, 'comment': '# NOTE(comstud): Will it float?', 'include_SATD': False}, {'start_line': 1319, 'end_line': 1319, 'comment': '# Got one, exit out.', 'include_SATD': False}], 'filename': 'nova/api/ec2/cloud.py'}, {'a_comments': [], 'b_comments': [{'start_line': 311, 'end_line': 312, 'comment': '# NOTE(comstud): These exception checks are for lp830817 # (Restoring them after a refactoring removed)', 'include_SATD': False}], 'filename': 'nova/api/openstack/common.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/ips.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/servers.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/views/servers.py'}, {'a_comments': [], 'b_comments': [{'start_line': 212, 'end_line': 222, 'comment': ""# FIXME(comstud) rpc calls raise RemoteError if the remote raises # an exception.  In the case here, because of a race condition, # it's possible the remote will raise a InstanceNotFound when # someone deletes the instance while this call is in progress. # # Unfortunately, we don't have access to the original exception # class now.. but we do have the exception class's name.  So, # we're checking it here and raising a new exception. # # Ultimately we need RPC to be able to serialize more things like # classes."", 'include_SATD': True}], 'filename': 'nova/network/api.py'}, {'a_comments': [], 'b_comments': [{'start_line': 543, 'end_line': 543, 'comment': '# Now try filtering.', 'include_SATD': False}], 'filename': 'nova/tests/api/ec2/test_cloud.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/contrib/test_volumes.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/fakes.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/test_servers.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/integrated/test_servers.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/test_metadata.py'}]}]",2,11,3,MERGED,True,https://review.opendev.org/#/c/641,Fixes euca-describe-instances failing or not showing IPs,True,"{""# FIXME(comstud) rpc calls raise RemoteError if the remote raises # an exception.  In the case here, because of a race condition, # it's possible the remote will raise a InstanceNotFound when # someone deletes the instance while this call is in progress. # # Unfortunately, we don't have access to the original exception # class now.. but we do have the exception class's name.  So, # we're checking it here and raising a new exception. # # Ultimately we need RPC to be able to serialize more things like # classes."": 2}",True,{},False,{}
185,643,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [{'start_line': 3, 'end_line': 3, 'comment': '# Copyright 2011 Citrix Systems, Inc.', 'include_SATD': False}, {'start_line': 50, 'end_line': 51, 'comment': '# Allow traffic from dom0 if there is a management interface # present (its IP address is on the bridge itself)', 'include_SATD': False}], 'filename': 'plugins/xenserver/networking/etc/xensource/scripts/ovs_configure_base_flows.py'}]}]",1,3,1,MERGED,True,https://review.opendev.org/#/c/643,Allow tenant networks to be shared with domain 0.,True,{},False,{},False,{}
186,644,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/compute/api.py'}, {'a_comments': [], 'b_comments': [{'start_line': 1280, 'end_line': 1281, 'comment': '# Instances can be soft or hard deleted and the query needs to # include or exclude both', 'include_SATD': False}], 'filename': 'nova/db/sqlalchemy/api.py'}]}, {'revision': 2, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/compute/api.py'}, {'a_comments': [], 'b_comments': [{'start_line': 1280, 'end_line': 1281, 'comment': '# Instances can be soft or hard deleted and the query needs to # include or exclude both', 'include_SATD': False}], 'filename': 'nova/db/sqlalchemy/api.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/ec2/test_cloud.py'}]}]",2,4,0,MERGED,True,https://review.opendev.org/#/c/644,Fix some minor issues due to premature merge of original code.,True,{},False,{},False,{}
187,658,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/views/images.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/fakes.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/test_images.py'}]}, {'revision': 2, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/views/images.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/fakes.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/test_images.py'}]}]",2,6,2,MERGED,True,https://review.opendev.org/#/c/658,Ensure minRam and minDisk are always integers,True,{},False,{},False,{}
188,659,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/images.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/test_images.py'}]}]",1,2,0,MERGED,True,https://review.opendev.org/#/c/659,Catch ImageNotFound on image delete in OSAPI,True,{},False,{},False,{}
189,660,"[{'revision': 1, 'changed_files': []}]",1,3,0,MERGED,True,https://review.opendev.org/#/c/660,Call endheaders when auth_token is None. Fixes bug 856721.,False,{},False,{},False,{}
190,662,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/servers.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/test_server_actions.py'}]}, {'revision': 2, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/api/openstack/servers.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/api/openstack/test_server_actions.py'}]}]",2,7,3,MERGED,True,https://review.opendev.org/#/c/662,Explicit errors on confirm/revertResize failures,True,{},False,{},False,{}
191,664,"[{'revision': 1, 'changed_files': [{'a_comments': [{'start_line': 132, 'end_line': 134, 'comment': '# this is a hack that should go away once nova properly reports bindings # to quantum.  We have this here for now as it lets us work with # unmodified nova', 'include_SATD': True}], 'b_comments': [], 'filename': 'quantum/plugins/openvswitch/agent/ovs_quantum_agent.py'}]}]",1,1,0,MERGED,True,https://review.opendev.org/#/c/664,Remove hack for figuring out the vif interface identifier (lp859864),True,{},False,{'# this is a hack that should go away once nova properly reports bindings # to quantum.  We have this here for now as it lets us work with # unmodified nova': 1},True,{}
192,649,"[{'revision': 1, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/image/fake.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/test_image.py'}, {'a_comments': [], 'b_comments': [{'start_line': 1484, 'end_line': 1484, 'comment': '# Start test', 'include_SATD': False}, {'start_line': 1494, 'end_line': 1494, 'comment': '# Start test', 'include_SATD': False}, {'start_line': 1502, 'end_line': 1502, 'comment': ""                      '/some/path').AndReturn(('''image: 00000001"", 'include_SATD': False}, {'start_line': 1505, 'end_line': 1505, 'comment': ""disk size: 4.4M''', ''))"", 'include_SATD': False}, {'start_line': 1507, 'end_line': 1507, 'comment': '# Start test', 'include_SATD': False}, {'start_line': 1583, 'end_line': 1583, 'comment': '# Start test', 'include_SATD': False}, {'start_line': 1593, 'end_line': 1593, 'comment': '# We have a test for write_to_file. If that is sound, this suffices', 'include_SATD': False}, {'start_line': 1604, 'end_line': 1604, 'comment': '# We have a test for write_to_file. If that is sound, this suffices', 'include_SATD': False}, {'start_line': 1621, 'end_line': 1621, 'comment': '# Start test', 'include_SATD': False}], 'filename': 'nova/tests/test_libvirt.py'}, {'a_comments': [], 'b_comments': [{'start_line': 496, 'end_line': 496, 'comment': '# Put fakelibvirt in place', 'include_SATD': False}, {'start_line': 514, 'end_line': 514, 'comment': '# Point _VirtDriverTestCase at the right module', 'include_SATD': False}, {'start_line': 524, 'end_line': 524, 'comment': '# Restore libvirt', 'include_SATD': False}], 'filename': 'nova/tests/test_virt_drivers.py'}, {'a_comments': [{'start_line': 681, 'end_line': 681, 'comment': ""# don't loop forever"", 'include_SATD': False}, {'start_line': 683, 'end_line': 684, 'comment': '# netcat will exit with 0 only if the port is in use, # so a nonzero return value implies it is unused', 'include_SATD': False}], 'b_comments': [], 'filename': 'nova/virt/libvirt/connection.py'}]}, {'revision': 2, 'changed_files': [{'a_comments': [], 'b_comments': [], 'filename': 'nova/image/fake.py'}, {'a_comments': [], 'b_comments': [], 'filename': 'nova/tests/test_image.py'}, {'a_comments': [], 'b_comments': [{'start_line': 1492, 'end_line': 1492, 'comment': '# Start test', 'include_SATD': False}, {'start_line': 1502, 'end_line': 1502, 'comment': '# Start test', 'include_SATD': False}, {'start_line': 1510, 'end_line': 1510, 'comment': ""                      '/some/path').AndReturn(('''image: 00000001"", 'include_SATD': False}, {'start_line': 1513, 'end_line': 1513, 'comment': ""disk size: 4.4M''', ''))"", 'include_SATD': False}, {'start_line': 1515, 'end_line': 1515, 'comment': '# Start test', 'include_SATD': False}, {'start_line': 1591, 'end_line': 1591, 'comment': '# Start test', 'include_SATD': False}, {'start_line': 1601, 'end_line': 1601, 'comment': '# We have a test for write_to_file. If that is sound, this suffices', 'include_SATD': False}, {'start_line': 1612, 'end_line': 1612, 'comment': '# We have a test for write_to_file. If that is sound, this suffices', 'include_SATD': False}, {'start_line': 1629, 'end_line': 1629, 'comment': '# Start test', 'include_SATD': False}], 'filename': 'nova/tests/test_libvirt.py'}, {'a_comments': [], 'b_comments': [{'start_line': 496, 'end_line': 496, 'comment': '# Put fakelibvirt in place', 'include_SATD': False}, {'start_line': 514, 'end_line': 514, 'comment': '# Point _VirtDriverTestCase at the right module', 'include_SATD': False}, {'start_line': 524, 'end_line': 524, 'comment': '# Restore libvirt', 'include_SATD': False}], 'filename': 'nova/tests/test_virt_drivers.py'}, {'a_comments': [{'start_line': 683, 'end_line': 683, 'comment': ""# don't loop forever"", 'include_SATD': False}, {'start_line': 685, 'end_line': 686, 'comment': '# netcat will exit with 0 only if the port is in use, # so a nonzero return value implies it is unused', 'include_SATD': False}], 'b_comments': [], 'filename': 'nova/virt/libvirt/connection.py'}]}]",2,2,0,ABANDONED,False,https://review.opendev.org/#/c/649,Extend test_virt_driver to also test libvirt driver.,True,{},False,{},False,{}
193,666,"[{'revision': 1, 'changed_files': []}, {'revision': 2, 'changed_files': []}, {'revision': 3, 'changed_files': []}]",3,5,0,MERGED,True,https://review.opendev.org/#/c/666,ovs plugin: Remove reference to set_external_ids.sh,False,{},False,{},False,{}
